Datetime,Open,High,Low,Close,Adj Close,Volume,RSI
2024-07-01 09:30:00-04:00,163.00999450683594,163.85000610351562,158.8000030517578,159.0,159.0,689149,
2024-07-01 09:35:00-04:00,159.1999969482422,159.5,156.8000030517578,157.5,157.5,544671,
2024-07-01 09:40:00-04:00,157.36000061035156,157.9199981689453,155.44000244140625,155.82000732421875,155.82000732421875,420801,
2024-07-01 09:45:00-04:00,156.02499389648438,156.35000610351562,154.1199951171875,156.22999572753906,156.22999572753906,438206,
2024-07-01 09:50:00-04:00,156.14999389648438,156.8134002685547,154.27999877929688,155.1699981689453,155.1699981689453,312284,
2024-07-01 09:55:00-04:00,154.89999389648438,155.22000122070312,153.60000610351562,154.82000732421875,154.82000732421875,421960,
2024-07-01 10:00:00-04:00,154.83999633789062,155.86000061035156,154.05999755859375,155.33999633789062,155.33999633789062,248656,
2024-07-01 10:05:00-04:00,155.28399658203125,155.65499877929688,154.75010681152344,154.92999267578125,154.92999267578125,224477,
2024-07-01 10:10:00-04:00,154.99989318847656,155.0,152.5500030517578,152.9600067138672,152.9600067138672,391318,
2024-07-01 10:15:00-04:00,152.83999633789062,156.38999938964844,152.6221923828125,156.22000122070312,156.22000122070312,276460,
2024-07-01 10:20:00-04:00,156.22000122070312,156.72999572753906,155.25999450683594,156.1898956298828,156.1898956298828,272610,
2024-07-01 10:25:00-04:00,156.07000732421875,157.16000366210938,155.72000122070312,156.91000366210938,156.91000366210938,154244,
2024-07-01 10:30:00-04:00,156.94000244140625,157.29989624023438,156.4199981689453,156.57000732421875,156.57000732421875,103099,
2024-07-01 10:35:00-04:00,156.4199981689453,157.97000122070312,156.30499267578125,156.81500244140625,156.81500244140625,125441,41.67375936345904
2024-07-01 10:40:00-04:00,156.7100067138672,157.9499969482422,156.41000366210938,157.3000030517578,157.3000030517578,134951,43.836070008506134
2024-07-01 10:45:00-04:00,157.3000030517578,157.4600067138672,156.54010009765625,156.68499755859375,156.68499755859375,69743,46.94459586932807
2024-07-01 10:50:00-04:00,156.7899932861328,157.07000732421875,156.1199951171875,156.2550048828125,156.2550048828125,77721,52.259158194218834
2024-07-01 10:55:00-04:00,156.3699951171875,156.95860290527344,156.25,156.64999389648438,156.64999389648438,94257,52.188569104513
2024-07-01 11:00:00-04:00,156.61000061035156,157.0,155.8000030517578,156.58999633789062,156.58999633789062,100708,57.452180820731876
2024-07-01 11:05:00-04:00,156.6699981689453,156.77000427246094,156.3300018310547,156.54359436035156,156.54359436035156,51358,59.281988305315764
2024-07-01 11:10:00-04:00,156.6324005126953,158.25,156.5399932861328,158.07000732421875,158.07000732421875,98020,63.11475449861027
2024-07-01 11:15:00-04:00,158.5500030517578,158.5500030517578,157.92010498046875,158.1199951171875,158.1199951171875,132426,65.83263860223352
2024-07-01 11:20:00-04:00,158.0469970703125,158.28579711914062,157.27000427246094,157.45010375976562,157.45010375976562,57613,75.6071915720347
2024-07-01 11:25:00-04:00,157.5742950439453,158.4799041748047,157.5742950439453,158.25999450683594,158.25999450683594,76447,65.97254781914054
2024-07-01 11:30:00-04:00,158.1300048828125,158.53990173339844,157.77000427246094,158.5198974609375,158.5198974609375,52620,67.59090926871076
2024-07-01 11:35:00-04:00,158.42999267578125,158.9499969482422,158.24000549316406,158.4600067138672,158.4600067138672,68529,63.00523403381802
2024-07-01 11:40:00-04:00,158.39500427246094,159.35000610351562,158.3000030517578,158.61000061035156,158.61000061035156,102095,67.64986783547933
2024-07-01 11:45:00-04:00,158.6199951171875,158.9499969482422,158.42999267578125,158.57000732421875,158.57000732421875,47887,65.74987535171877
2024-07-01 11:50:00-04:00,158.5399932861328,158.72999572753906,158.07020568847656,158.5500030517578,158.5500030517578,68420,62.251814551376576
2024-07-01 11:55:00-04:00,158.5500030517578,159.50999450683594,158.39999389648438,159.41000366210938,159.41000366210938,49895,75.36767243141976
2024-07-01 12:00:00-04:00,159.33999633789062,159.75,158.60000610351562,158.60000610351562,158.60000610351562,62574,70.5429071766547
2024-07-01 12:05:00-04:00,158.69500732421875,159.389892578125,158.5601043701172,159.38980102539062,159.38980102539062,36035,72.39693779867653
2024-07-01 12:10:00-04:00,159.25999450683594,159.82179260253906,158.74000549316406,159.60130310058594,159.60130310058594,73565,74.00984393258791
2024-07-01 12:15:00-04:00,159.7454071044922,160.1898956298828,159.44000244140625,159.99000549316406,159.99000549316406,90409,76.03718421342808
2024-07-01 12:20:00-04:00,160.05999755859375,160.27000427246094,159.75999450683594,160.17999267578125,160.17999267578125,42062,69.90756693567465
2024-07-01 12:25:00-04:00,160.13099670410156,160.25,159.9300994873047,160.25,160.25,31118,70.01577871234183
2024-07-01 12:30:00-04:00,160.24989318847656,160.36000061035156,159.5,159.6699981689453,159.6699981689453,65268,71.32616687368575
2024-07-01 12:35:00-04:00,159.66000366210938,160.28250122070312,159.6439971923828,160.1999969482422,160.1999969482422,54033,69.64705209411338
2024-07-01 12:40:00-04:00,160.14999389648438,160.14999389648438,159.6199951171875,159.89999389648438,159.89999389648438,61598,63.90332385433924
